,date,phong_ban,total_duration
1632,2020-10-08,wo_noc,19281.8
1636,2020-10-09,wo_noc,18721.27
1644,2020-10-10,wo_noc,18632.63
1651,2020-10-11,wo_noc,18919.23
1658,2020-10-12,wo_noc,18856.72
1664,2020-10-13,wo_noc,19042.89
1667,2020-10-14,wo_noc,20246.34
1673,2020-10-15,wo_noc,20203.56
1679,2020-10-16,wo_noc,19849.67
1688,2020-10-17,wo_noc,18949.39
1695,2020-10-18,wo_noc,18561.21
1700,2020-10-19,wo_noc,17443.36
1707,2020-10-20,wo_noc,16696.65
1713,2020-10-21,wo_noc,17204.9
1719,2020-10-22,wo_noc,18675.68
1725,2020-10-23,wo_noc,19850.22
1730,2020-10-24,wo_noc,19698.67
1737,2020-10-25,wo_noc,19393.06
1740,2020-10-26,wo_noc,18512.14
1744,2020-10-27,wo_noc,18232.47
1751,2020-10-28,wo_noc,18668.23
1761,2020-10-29,wo_noc,18505.49
1762,2020-10-30,wo_noc,18488.09
1769,2020-10-31,wo_noc,17578.9
1775,2020-11-01,wo_noc,17943.68
1780,2020-11-02,wo_noc,18144.97
1790,2020-11-03,wo_noc,18619.66
1793,2020-11-04,wo_noc,18959.82
1798,2020-11-05,wo_noc,19675.54
1806,2020-11-06,wo_noc,19701.23
1810,2020-11-07,wo_noc,18885.85
1817,2020-11-08,wo_noc,18710.98
1822,2020-11-09,wo_noc,19103.38
1830,2020-11-10,wo_noc,18989.92
1839,2020-11-11,wo_noc,19494.65
1842,2020-11-12,wo_noc,19526.17
1848,2020-11-13,wo_noc,19651.99
1852,2020-11-14,wo_noc,19943.67
1858,2020-11-15,wo_noc,20764.27
1866,2020-11-16,wo_noc,20898.46
1874,2020-11-17,wo_noc,20309.65
1876,2020-11-18,wo_noc,19735.65
1885,2020-11-19,wo_noc,20527.8
1891,2020-11-20,wo_noc,20870.37
1897,2020-11-21,wo_noc,21759.06
1903,2020-11-22,wo_noc,22630.31
1907,2020-11-23,wo_noc,21288.39
1917,2020-11-24,wo_noc,21391.31
1921,2020-11-25,wo_noc,21955.14
1928,2020-11-26,wo_noc,22606.13
1933,2020-11-27,wo_noc,22525.12
1937,2020-11-28,wo_noc,22761.04
1943,2020-11-29,wo_noc,22810.48
1953,2020-11-30,wo_noc,21380.82
1958,2020-12-01,wo_noc,20911.26
1962,2020-12-02,wo_noc,20688.32
1966,2020-12-03,wo_noc,20651.04
1975,2020-12-04,wo_noc,21570.62
1978,2020-12-05,wo_noc,21920.33
1989,2020-12-06,wo_noc,23711.56
1991,2020-12-07,wo_noc,23482.04
1997,2020-12-08,wo_noc,23223.45
2005,2020-12-09,wo_noc,23381.43
2009,2020-12-10,wo_noc,21860.95
2015,2020-12-11,wo_noc,22617.59
2022,2020-12-12,wo_noc,21755.43
2026,2020-12-13,wo_noc,22169.77
